timestamp,node_id,job_id,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_wait,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_wait_delta
1775000620.2814703,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,,,
1775000620.7816007,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000621.281715,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000621.7818537,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000622.2819932,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000622.782135,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000623.2822964,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000623.7824304,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000624.2825644,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
1775000624.7826989,g4.hpc.coe,28812,0,0.0,0.0,12288.0,1078269,1002569,0,0,0,0
