timestamp,node_id,job_id,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_wait,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_wait_delta
1775000620.2683892,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000620.7685177,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000621.268627,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000621.7687583,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000622.2688897,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000622.7690084,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000623.2691524,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000623.7692626,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000624.2694073,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
1775000624.7695718,g3.hpc.coe,28812,0,0.0,0.0,12288.0,,,,,,
