timestamp,node_id,job_id,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_wait,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_wait_delta
1775001924.3151586,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,,,
1775001924.815267,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001925.3154056,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001925.8155167,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001926.3156462,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001926.8157923,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001927.3158987,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001927.816014,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001928.3161213,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001928.8162491,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001929.3163595,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001929.8164647,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001930.31657,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001930.8166933,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001931.3168218,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098594,1022293,0,0,0,0
1775001931.8169098,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,297,273,0
1775001932.316985,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001932.81708,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001933.3171878,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001933.8173344,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001934.3174448,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001934.8175697,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001935.3177066,g4.hpc.coe,28818,0,0.0,0.0,12288.0,1098891,1022566,0,0,0,0
1775001935.8178375,g4.hpc.coe,28818,0,0.0,3.0,12288.0,1098891,1022566,0,0,0,0
1775001936.3179815,g4.hpc.coe,28818,0,3.0,279.0,12288.0,1098891,1022566,0,0,0,0
1775001936.818091,g4.hpc.coe,28818,0,2.0,399.0,12288.0,6318986,1038055,306,5220095,15489,306
1775001937.318198,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001937.818312,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001938.318415,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001938.8185248,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001939.3186593,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001939.8188062,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001940.3189394,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001940.8190756,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001941.3192015,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001941.8193269,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001942.319451,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001942.819575,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001943.3197072,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001943.8198357,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001944.3199575,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001944.8200839,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001945.320212,g4.hpc.coe,28818,0,0.0,399.0,12288.0,6318986,1038055,306,0,0,0
1775001945.8203313,g4.hpc.coe,28818,0,0.0,473.0,12288.0,6326526,1038128,306,7540,73,0
1775001946.3204584,g4.hpc.coe,28818,0,0.0,473.0,12288.0,6326679,1038255,306,153,127,0
1775001946.8206034,g4.hpc.coe,28818,0,0.0,2033.0,12288.0,6326735,1038463,306,56,208,0
1775001947.3207116,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,34096013,28796022,533,27769278,27757559,227
1775001947.8208075,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,69492825,64185365,715,35396812,35389343,182
1775001948.320902,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,104202687,98884699,760,34709862,34699334,45
1775001948.8209977,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,145167640,139833895,1191,40964953,40949196,431
1775001949.3210928,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,180564480,175223252,1349,35396840,35389357,158
1775001949.8211904,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,221529426,216172420,3430,40964946,40949168,2081
1775001950.3212857,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,256926287,251561798,3941,35396861,35389378,511
1775001950.8213832,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,291636135,286261139,5611,34709848,34699341,1670
1775001951.3214788,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,332601046,327210342,6270,40964911,40949203,659
1775001951.821572,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,367997865,362599741,6337,35396819,35389399,67
1775001952.3216867,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,408962769,403549000,7633,40964904,40949259,1296
1775001952.8217888,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,444359518,438938294,8899,35396749,35389294,1266
1775001953.321887,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,479069394,473637677,8926,34709876,34699383,27
1775001953.8219883,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,520034333,514586838,10069,40964939,40949161,1143
1775001954.3220842,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,561686159,556226036,12452,41651826,41639198,2383
1775001954.822182,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,596396007,590925335,13502,34709848,34699299,1050
1775001955.3222842,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,631792784,626314671,13549,35396777,35389336,47
1775001955.822379,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,666502667,661013956,13591,34709883,34699285,42
1775001956.3224504,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,707467726,701963159,13921,40965059,40949203,330
1775001956.8225152,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,742864503,737352509,13964,35396777,35389350,43
1775001957.3225806,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,783829407,778301649,15236,40964904,40949140,1272
1775001957.822677,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,819226240,813691020,15716,35396833,35389371,480
1775001958.3227735,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,853936123,848390298,18163,34709883,34699278,2447
1775001958.8228674,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,894901055,889339431,20552,40964932,40949133,2389
1775001959.3229656,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,930297860,924728795,20595,35396805,35389364,43
1775001959.823061,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,971262806,965677984,22605,40964946,40949189,2010
1775001960.323165,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1006659618,1001067376,22686,35396812,35389392,81
1775001960.8232577,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1041369529,1035766801,22719,34709911,34699425,33
1775001961.3233528,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1083021494,1077406119,24737,41651965,41639318,2018
1775001961.8234475,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1117731363,1112105425,25441,34709869,34699306,704
1775001962.3235426,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1158696323,1153054656,25850,40964960,40949231,409
1775001962.8236375,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,1194093100,1188444055,25882,35396777,35389399,32
1775001963.3237321,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1230939569,1225334783,26245,36846469,36890728,363
1775001963.8238451,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,1270454858,1264782587,26767,39515289,39447804,522
1775001964.3239396,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1305164741,1299481921,26824,34709883,34699334,57
1775001964.8240345,g4.hpc.coe,28818,0,99.0,2035.0,12288.0,1346129729,1340431061,28255,40964988,40949140,1431
1775001965.324129,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1381526478,1375820446,29091,35396749,35389385,836
1775001965.8242235,g4.hpc.coe,28818,0,100.0,2035.0,12288.0,1420378836,1414723816,31256,38852358,38903370,2165
