timestamp,node_id,job_id,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_wait,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_wait_delta
1775001248.3987308,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2993322,7086945,0,,,
1775001248.8988676,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2993494,7087002,0,172,57,0
1775001249.399003,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2993664,7087059,0,170,57,0
1775001249.8991256,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2993855,7087116,0,191,57,0
1775001250.3992565,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2994066,7087173,0,211,57,0
1775001250.8993974,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2994298,7087230,0,232,57,0
1775001251.399515,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2994550,7087287,0,252,57,0
1775001251.8996453,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2994822,7087344,0,272,57,0
1775001252.3997777,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2995115,7087401,0,293,57,0
1775001252.8999124,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2995428,7087458,0,313,57,0
1775001253.4000487,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2996363,7087962,0,935,504,0
1775001253.9001873,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2996795,7088074,0,432,112,0
1775001254.4003208,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2997170,7088131,0,375,57,0
1775001254.900447,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2997566,7088188,0,396,57,0
1775001255.400586,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2997982,7088245,0,416,57,0
1775001255.9007168,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2998418,7088302,0,436,57,0
1775001256.4008455,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2998875,7088359,0,457,57,0
1775001256.9009802,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2999352,7088416,0,477,57,0
1775001257.4011064,g7.hpc.coe,28814,0,0.0,0.0,12288.0,2999850,7088473,0,498,57,0
1775001257.9012358,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3000368,7088530,0,518,57,0
1775001258.401367,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3000907,7088587,0,539,57,0
1775001258.9015193,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3001565,7088721,0,658,134,0
1775001259.4016366,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3002167,7088800,0,602,79,0
1775001259.9017642,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3002888,7088970,0,721,170,0
1775001260.4019084,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3003531,7089049,0,643,79,0
1775001260.9020467,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3004195,7089128,0,664,79,0
1775001261.4021766,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3004879,7089207,0,684,79,0
1775001261.9022834,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3005584,7089286,0,705,79,0
1775001262.4024148,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3006309,7089365,0,725,79,0
1775001262.902544,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3007055,7089444,0,746,79,0
1775001263.40268,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3007821,7089523,0,766,79,0
1775001263.902812,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3008607,7089602,0,786,79,0
1775001264.4029408,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3009490,7089736,0,883,134,0
1775001264.9030502,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3010317,7089815,0,827,79,0
1775001265.4032083,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3011164,7089894,0,847,79,0
1775001265.9033453,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3012032,7089973,0,868,79,0
1775001266.4034865,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3012920,7090052,0,888,79,0
1775001266.9036117,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3013829,7090131,0,909,79,0
1775001267.4037437,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3014758,7090210,0,929,79,0
1775001267.903889,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3015708,7090289,0,950,79,0
1775001268.4040222,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3017279,7090815,0,1571,526,0
1775001268.904158,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3018270,7090894,0,991,79,0
1775001269.4042869,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3019358,7091028,0,1088,134,0
1775001269.9044018,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3020390,7091107,0,1032,79,0
1775001270.404532,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3021443,7091186,0,1053,79,0
1775001270.90464,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3022539,7091265,0,1096,79,0
1775001271.4047248,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3023952,7091617,0,1413,352,0
1775001271.9048102,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3025089,7091696,0,1137,79,0
1775001272.4049275,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3026247,7091775,0,1158,79,0
1775001272.9050593,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3026364,7091850,0,117,75,0
1775001273.4051876,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3026495,7091907,0,131,57,0
1775001273.9052982,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3026646,7091964,0,151,57,0
1775001274.4054081,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3026902,7092094,0,256,130,0
1775001274.9055352,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3027095,7092151,0,193,57,0
1775001275.4056642,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3027308,7092208,0,213,57,0
1775001275.9057941,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3027542,7092265,0,234,57,0
1775001276.4059358,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3027796,7092322,0,254,57,0
1775001276.9060683,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3028071,7092379,0,275,57,0
1775001277.4062004,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3028366,7092436,0,295,57,0
1775001277.906326,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3028682,7092493,0,316,57,0
1775001278.406466,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3029278,7092805,0,596,312,0
1775001278.9065778,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3029656,7092862,0,378,57,0
1775001279.4067082,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3030110,7092974,0,454,112,0
1775001279.9068408,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3030508,7093031,0,398,57,0
1775001280.4069777,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3030926,7093088,0,418,57,0
1775001280.9071105,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3031365,7093145,0,439,57,0
1775001281.4072406,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3031824,7093202,0,459,57,0
1775001281.9073591,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3032304,7093259,0,480,57,0
1775001282.4074895,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3032804,7093316,0,500,57,0
1775001282.9075975,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3033325,7093373,0,521,57,0
1775001283.4076715,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3034467,7093877,0,1142,504,0
1775001283.9078007,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3035051,7093956,0,584,79,0
1775001284.407917,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3035656,7094035,0,605,79,0
1775001284.9080493,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3036336,7094169,0,680,134,0
1775001285.40818,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3036982,7094248,0,646,79,0
1775001285.9083126,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3037747,7094418,0,765,170,0
1775001286.4084547,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3038433,7094497,0,686,79,0
1775001286.908588,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3039140,7094576,0,707,79,0
1775001287.4087193,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3039867,7094655,0,727,79,0
1775001287.90885,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3040615,7094734,0,748,79,0
1775001288.408983,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3041383,7094813,0,768,79,0
1775001288.9091148,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3042171,7094892,0,788,79,0
1775001289.4092448,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3042997,7094978,0,826,86,0
1775001289.9093547,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3043903,7095112,0,906,134,0
1775001290.4094923,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3044753,7095191,0,850,79,0
1775001290.9096048,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3045623,7095270,0,870,79,0
1775001291.4097128,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3046514,7095349,0,891,79,0
1775001291.90985,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3047425,7095428,0,911,79,0
1775001292.4099646,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3048374,7095514,0,949,86,0
1775001292.9100957,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3049326,7095593,0,952,79,0
1775001293.4102285,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3050298,7095672,0,972,79,0
1775001293.9103596,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3051291,7095751,0,993,79,0
1775001294.4104934,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3052304,7095830,0,1013,79,0
1775001294.9106076,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3053415,7095964,0,1111,134,0
1775001295.4107378,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3054470,7096043,0,1055,79,0
1775001295.9108233,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3055667,7096213,0,1197,170,0
1775001296.4108994,g7.hpc.coe,28814,0,0.0,0.0,12288.0,3056786,7096292,0,1119,79,0
