timestamp,node_id,job_id,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_wait,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_wait_delta
1775001248.3816354,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1639746,3231476,0,,,
1775001248.8817692,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1639918,3231533,0,172,57,0
1775001249.381905,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1640089,3231590,0,171,57,0
1775001249.8820398,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1640280,3231647,0,191,57,0
1775001250.382182,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1640492,3231704,0,212,57,0
1775001250.8823185,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1640725,3231761,0,233,57,0
1775001251.3824933,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1640978,3231818,0,253,57,0
1775001251.8826284,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1641252,3231875,0,274,57,0
1775001252.3827715,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1641547,3231932,0,295,57,0
1775001252.882904,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1641863,3231989,0,316,57,0
1775001253.383023,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1642199,3232046,0,336,57,0
1775001253.8831549,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1642633,3232158,0,434,112,0
1775001254.3832877,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1643011,3232215,0,378,57,0
1775001254.883404,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1643409,3232272,0,398,57,0
1775001255.3835387,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1643828,3232329,0,419,57,0
1775001255.883684,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1644268,3232386,0,440,57,0
1775001256.383822,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1644728,3232443,0,460,57,0
1775001256.883951,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1645209,3232500,0,481,57,0
1775001257.3840919,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1645710,3232557,0,501,57,0
1775001257.8842316,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1646232,3232614,0,522,57,0
1775001258.384378,g11.hpc.coe,28814,0,0.0,0.0,12288.0,1646797,3232693,0,565,79,0
