timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta
1775580600.8140752,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,205039502484,204949907521,403908108,400842041,9866299,0,0,0,0,0,0,0,0,0,6,0,2578,35396770,35389294,35650,35630,326,0,0,0,0,0,0,0,0
1775580601.3141851,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205075574305,204986582998,403945168,400879419,9866325,0,0,0,0,0,0,0,0,0,6,0,2578,36071821,36675477,37060,37378,26,0,0,0,0,0,0,0,0
1775580601.8143227,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205115177279,205025556101,403984149,400918057,9866369,0,0,0,0,0,0,0,0,0,6,0,2578,39602974,38973103,38981,38638,44,0,0,0,0,0,0,0,0
1775580602.314452,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205150574042,205060945500,404019798,400953702,9866573,0,0,0,0,0,0,0,0,0,6,0,2578,35396763,35389399,35649,35645,204,0,0,0,0,0,0,0,0
1775580602.8145838,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205191538974,205101894710,404060942,400994830,9868261,0,0,0,0,0,0,0,0,0,6,0,2578,40964932,40949210,41144,41128,1688,0,0,0,0,0,0,0,0
1775580603.314709,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205226935695,205137284046,404096585,401030466,9868683,0,0,0,0,0,0,0,0,0,6,0,2578,35396721,35389336,35643,35636,422,0,0,0,0,0,0,0,0
1775580603.8148348,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205261645494,205171983387,404131482,401065359,9868713,0,0,0,0,0,0,0,0,0,6,0,2578,34709799,34699341,34897,34893,30,0,0,0,0,0,0,0,0
1775580604.3149602,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205302610391,205212932548,404172621,401106480,9868749,0,0,0,0,0,0,0,0,0,6,0,2578,40964897,40949161,41139,41121,36,0,0,0,0,0,0,0,0
1775580604.8150852,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205338007098,205248321863,404208262,401142113,9868774,0,0,0,0,0,0,0,0,0,6,0,2578,35396707,35389315,35641,35633,25,0,0,0,0,0,0,0,0
1775580605.3151906,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,205378971932,205289270898,404249392,401183216,9869714,0,0,0,0,0,0,0,0,0,6,0,2578,40964834,40949035,41130,41103,940,0,0,0,0,0,0,0,0
1775580605.8153317,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205414368639,205324660248,404285033,401218854,9869924,0,0,0,0,0,0,0,0,0,6,0,2578,35396707,35389350,35641,35638,210,0,0,0,0,0,0,0,0
1775580606.3154583,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,205455333585,205365609409,404326179,401259975,9870745,0,0,0,0,0,0,0,0,0,6,0,2578,40964946,40949161,41146,41121,821,0,0,0,0,0,0,0,0
1775580606.8155982,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205490043419,205400308715,404361081,401294863,9872234,0,0,0,0,0,0,0,0,0,6,0,2578,34709834,34699306,34902,34888,1489,0,0,0,0,0,0,0,0
1775580607.3157232,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205525440126,205435698044,404396722,401330498,9872263,0,0,0,0,0,0,0,0,0,6,0,2578,35396707,35389329,35641,35635,29,0,0,0,0,0,0,0,0
1775580607.815848,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205562467912,205472993954,404434367,401368394,9872592,0,0,0,0,0,0,0,0,0,6,0,2578,37027786,37295910,37645,37896,329,0,0,0,0,0,0,0,0
1775580608.3159466,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205601801723,205512036576,404473501,401407260,9872747,0,0,0,0,0,0,0,0,0,6,0,2578,39333811,39042622,39134,38866,155,0,0,0,0,0,0,0,0
1775580608.816075,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205639738238,205550268492,404512167,401446303,9873995,0,0,0,0,0,0,0,0,0,6,0,2578,37936515,38231916,38666,39043,1248,0,0,0,0,0,0,0,0
1775580609.316201,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205678163418,205588375136,404550294,401484026,9874038,0,0,0,0,0,0,0,0,0,6,0,2578,38425180,38106644,38127,37723,43,0,0,0,0,0,0,0,0
1775580609.816338,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205712873259,205623074421,404585197,401518911,9874072,0,0,0,0,0,0,0,0,0,6,0,2578,34709841,34699285,34903,34885,34,0,0,0,0,0,0,0,0
1775580610.316444,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205747583128,205657773769,404620104,401553805,9876840,0,0,0,0,0,0,0,0,0,6,0,2578,34709869,34699348,34907,34894,2768,0,0,0,0,0,0,0,0
1775580610.8165698,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205788548004,205698722902,404661240,401594922,9876881,0,0,0,0,0,0,0,0,0,6,0,2578,40964876,40949133,41136,41117,41,0,0,0,0,0,0,0,0
1775580611.3166995,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205823944760,205734112301,404696888,401630567,9876913,0,0,0,0,0,0,0,0,0,6,0,2578,35396756,35389399,35648,35645,32,0,0,0,0,0,0,0,0
1775580611.8168082,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,205864909622,205775061511,404738022,401671695,9876946,0,0,0,0,0,0,0,0,0,6,0,2578,40964862,40949210,41134,41128,33,0,0,0,0,0,0,0,0
1775580612.3169358,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205900306399,205810450931,404773673,401707343,9876972,0,0,0,0,0,0,0,0,0,6,0,2578,35396777,35389420,35651,35648,26,0,0,0,0,0,0,0,0
1775580612.8170624,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,205935016226,205845150237,404808574,401742231,9877014,0,0,0,0,0,0,0,0,0,6,0,2578,34709827,34699306,34901,34888,42,0,0,0,0,0,0,0,0
1775580613.3171933,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,205975981095,205886099440,404849709,401783358,9877178,0,0,0,0,0,0,0,0,0,6,0,2578,40964869,40949203,41135,41127,164,0,0,0,0,0,0,0,0
1775580613.8173296,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206011377788,205921488811,404885348,401818999,9877216,0,0,0,0,0,0,0,0,0,6,0,2578,35396693,35389371,35639,35641,38,0,0,0,0,0,0,0,0
1775580614.3174605,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206052342727,205962437972,404926493,401860120,9877243,0,0,0,0,0,0,0,0,0,6,0,2578,40964939,40949161,41145,41121,27,0,0,0,0,0,0,0,0
1775580614.8175876,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206087739413,205997827231,404962131,401895745,9877272,0,0,0,0,0,0,0,0,0,6,0,2578,35396686,35389259,35638,35625,29,0,0,0,0,0,0,0,0
1775580615.3177154,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206122449317,206032526523,404997043,401930631,9877298,0,0,0,0,0,0,0,0,0,6,0,2578,34709904,34699292,34912,34886,26,0,0,0,0,0,0,0,0
1775580615.817844,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206163414228,206073475698,405038184,401971754,9877404,0,0,0,0,0,0,0,0,0,6,0,2578,40964911,40949175,41141,41123,106,0,0,0,0,0,0,0,0
1775580616.3179712,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206198810970,206108865076,405073830,402007396,9877674,0,0,0,0,0,0,0,0,0,6,0,2578,35396742,35389378,35646,35642,270,0,0,0,0,0,0,0,0
1775580616.8180473,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206239768090,206149814128,405114942,402048515,9877803,0,0,0,0,0,0,0,0,0,6,0,2578,40957120,40949052,41112,41119,129,0,0,0,0,0,0,0,0
1775580617.3181715,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,206275172546,206185203636,405150606,402084162,9877912,0,0,0,0,0,0,0,0,0,6,0,2578,35404456,35389508,35664,35647,109,0,0,0,0,0,0,0,0
1775580617.818298,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206309882394,206219902893,405185510,402119043,9879688,0,0,0,0,0,0,0,0,0,6,0,2578,34709848,34699257,34904,34881,1776,0,0,0,0,0,0,0,0
1775580618.3184285,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,206350847284,206260852075,405226648,402160167,9881286,0,0,0,0,0,0,0,0,0,6,0,2578,40964890,40949182,41138,41124,1598,0,0,0,0,0,0,0,0
1775580618.8185568,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206386244026,206296241425,405262294,402195805,9881487,0,0,0,0,0,0,0,0,0,6,0,2578,35396742,35389350,35646,35638,201,0,0,0,0,0,0,0,0
1775580619.3186865,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,206420953839,206330940773,405297193,402230699,9881827,0,0,0,0,0,0,0,0,0,6,0,2578,34709813,34699348,34899,34894,340,0,0,0,0,0,0,0,0
1775580619.8187966,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206462173413,206372287731,405339076,402272566,9881864,0,0,0,0,0,0,0,0,0,6,0,2578,41219574,41346958,41883,41867,37,0,0,0,0,0,0,0,0
1775580620.3189209,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206497315492,206407279270,405373980,402307456,9881890,0,0,0,0,0,0,0,0,0,6,0,2578,35142079,34991539,34904,34890,26,0,0,0,0,0,0,0,0
1775580620.8190453,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206538280382,206448228445,405415118,402348579,9882170,0,0,0,0,0,0,0,0,0,6,0,2578,40964890,40949175,41138,41123,280,0,0,0,0,0,0,0,0
1775580621.319151,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206573677159,206483617746,405450769,402384210,9882510,0,0,0,0,0,0,0,0,0,6,0,2578,35396777,35389301,35651,35631,340,0,0,0,0,0,0,0,0
1775580621.8192835,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206608387014,206518317101,405485674,402419105,9882539,0,0,0,0,0,0,0,0,0,6,0,2578,34709855,34699355,34905,34895,29,0,0,0,0,0,0,0,0
1775580622.3193915,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206649351918,206559266276,405526814,402460228,9882566,0,0,0,0,0,0,0,0,0,6,0,2578,40964904,40949175,41140,41123,27,0,0,0,0,0,0,0,0
1775580622.8195002,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206684748632,206594655542,405562456,402495854,9882601,0,0,0,0,0,0,0,0,0,6,0,2578,35396714,35389266,35642,35626,35,0,0,0,0,0,0,0,0
1775580623.319583,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206725713466,206635604675,405603586,402536971,9884035,0,0,0,0,0,0,0,0,0,6,0,2578,40964834,40949133,41130,41117,1434,0,0,0,0,0,0,0,0
1775580623.8196907,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,206761110180,206670993941,405639228,402572597,9884067,0,0,0,0,0,0,0,0,0,6,0,2578,35396714,35389266,35642,35626,32,0,0,0,0,0,0,0,0
1775580624.3198206,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206795820063,206705693275,405674137,402607489,9884097,0,0,0,0,0,0,0,0,0,6,0,2578,34709883,34699334,34909,34892,30,0,0,0,0,0,0,0,0
1775580624.8199503,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,206836784995,206746642429,405715281,402648609,9885053,0,0,0,0,0,0,0,0,0,6,0,2578,40964932,40949154,41144,41120,956,0,0,0,0,0,0,0,0
1775580625.320079,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206872181709,206782031744,405750923,402684242,9885085,0,0,0,0,0,0,0,0,0,6,0,2578,35396714,35389315,35642,35633,32,0,0,0,0,0,0,0,0
1775580625.8202314,g4.hpc.coe,30052,0.5002,0,100.0,2035.0,12288.0,206910123311,206820372303,405789599,402723145,9885119,0,0,0,0,0,0,0,0,0,6,0,2578,37941602,38340559,38676,38903,34,0,0,0,0,0,0,0,0
1775580626.320361,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206948092424,206858026742,405827535,402760998,9885386,0,0,0,0,0,0,0,0,0,6,0,2578,37969113,37654439,37936,37853,267,0,0,0,0,0,0,0,0
1775580626.8204877,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,206983253154,206893069582,405862606,402795892,9885407,0,0,0,0,0,0,0,0,0,6,0,2578,35160730,35042840,35071,34894,21,0,0,0,0,0,0,0,0
1775580627.3206167,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207024218072,206934018813,405903748,402837023,9886807,0,0,0,0,0,0,0,0,0,6,0,2578,40964918,40949231,41142,41131,1400,0,0,0,0,0,0,0,0
1775580627.8207448,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207059614821,206969408149,405939395,402872659,9886843,0,0,0,0,0,0,0,0,0,6,0,2578,35396749,35389336,35647,35636,36,0,0,0,0,0,0,0,0
1775580628.3208745,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207094324662,207004107504,405974298,402907554,9886866,0,0,0,0,0,0,0,0,0,6,0,2578,34709841,34699355,34903,34895,23,0,0,0,0,0,0,0,0
1775580628.821004,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207135289524,207045056693,406015432,402948679,9886900,0,0,0,0,0,0,0,0,0,6,0,2578,40964862,40949189,41134,41125,34,0,0,0,0,0,0,0,0
1775580629.3211317,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207170686301,207080446071,406051083,402984321,9888958,0,0,0,0,0,0,0,0,0,6,0,2578,35396777,35389378,35651,35642,2058,0,0,0,0,0,0,0,0
1775580629.8212388,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207211651198,207121395225,406092222,403025441,9890125,0,0,0,0,0,0,0,0,0,6,0,2578,40964897,40949154,41139,41120,1167,0,0,0,0,0,0,0,0
1775580630.3213694,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,207247047933,207156784568,406127867,403061078,9890155,0,0,0,0,0,0,0,0,0,6,0,2578,35396735,35389343,35645,35637,30,0,0,0,0,0,0,0,0
1775580630.821503,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207281974131,207192129708,406163397,403097036,9890193,0,0,0,0,0,0,0,0,0,6,0,2578,34926198,35345140,35530,35958,38,0,0,0,0,0,0,0,0
1775580631.3216302,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207322722783,207232432979,406203925,403137079,9890226,0,0,0,0,0,0,0,0,0,6,0,2578,40748652,40303271,40528,40043,33,0,0,0,0,0,0,0,0
1775580631.821719,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207358119532,207267822350,406239572,403172720,9890250,0,0,0,0,0,0,0,0,0,6,0,2578,35396749,35389371,35647,35641,24,0,0,0,0,0,0,0,0
1775580632.3218472,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207399084450,207308771469,406280714,403213835,9890455,0,0,0,0,0,0,0,0,0,6,0,2578,40964918,40949119,41142,41115,205,0,0,0,0,0,0,0,0
1775580632.8219774,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207434481185,207344160826,406316359,403249474,9892167,0,0,0,0,0,0,0,0,0,6,0,2578,35396735,35389357,35645,35639,1712,0,0,0,0,0,0,0,0
1775580633.3221054,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,207469191089,207378860188,406351271,403284370,9892197,0,0,0,0,0,0,0,0,0,6,0,2578,34709904,34699362,34912,34896,30,0,0,0,0,0,0,0,0
1775580633.8222325,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207510156028,207419809300,406392416,403325484,9892953,0,0,0,0,0,0,0,0,0,6,0,2578,40964939,40949112,41145,41114,756,0,0,0,0,0,0,0,0
1775580634.3223426,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207545552749,207455198608,406428059,403361116,9892979,0,0,0,0,0,0,0,0,0,6,0,2578,35396721,35389308,35643,35632,26,0,0,0,0,0,0,0,0
1775580634.822473,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207581462681,207491234600,406464575,403397702,9893012,0,0,0,0,0,0,0,0,0,6,0,2578,35909932,36035992,36516,36586,33,0,0,0,0,0,0,0,0
1775580635.322599,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207621227466,207530847040,406504098,403437124,9893046,0,0,0,0,0,0,0,0,0,6,0,2578,39764785,39612440,39523,39422,34,0,0,0,0,0,0,0,0
1775580635.8227217,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207656624208,207566236369,406539744,403472755,9893068,0,0,0,0,0,0,0,0,0,6,0,2578,35396742,35389329,35646,35631,22,0,0,0,0,0,0,0,0
1775580636.3228471,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207697589098,207607185523,406580882,403513875,9894690,0,0,0,0,0,0,0,0,0,6,0,2578,40964890,40949154,41138,41120,1622,0,0,0,0,0,0,0,0
1775580636.822976,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207732985868,207642574810,406616532,403549504,9894717,0,0,0,0,0,0,0,0,0,6,0,2578,35396770,35389287,35650,35629,27,0,0,0,0,0,0,0,0
1775580637.3231106,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207767695730,207677274095,406651438,403584389,9894748,0,0,0,0,0,0,0,0,0,6,0,2578,34709862,34699285,34906,34885,31,0,0,0,0,0,0,0,0
1775580637.8232353,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207808660634,207718223242,406692578,403625508,9894779,0,0,0,0,0,0,0,0,0,6,0,2578,40964904,40949147,41140,41119,31,0,0,0,0,0,0,0,0
1775580638.3233552,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207844057390,207753612592,406728226,403661146,9894804,0,0,0,0,0,0,0,0,0,6,0,2578,35396756,35389350,35648,35638,25,0,0,0,0,0,0,0,0
1775580638.8234627,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,207885022224,207794561739,406769356,403702265,9895099,0,0,0,0,0,0,0,0,0,6,0,2578,40964834,40949147,41130,41119,295,0,0,0,0,0,0,0,0
1775580639.323591,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207920418959,207829951089,406805001,403737903,9895132,0,0,0,0,0,0,0,0,0,6,0,2578,35396735,35389350,35645,35638,33,0,0,0,0,0,0,0,0
1775580639.8237183,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,207955128856,207864650325,406839912,403772781,9895158,0,0,0,0,0,0,0,0,0,6,0,2578,34709897,34699236,34911,34878,26,0,0,0,0,0,0,0,0
1775580640.3238463,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,207996093795,207905599458,406881057,403813898,9895183,0,0,0,0,0,0,0,0,0,6,0,2578,40964939,40949133,41145,41117,25,0,0,0,0,0,0,0,0
1775580640.823976,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208031490516,207940988822,406916700,403849538,9896312,0,0,0,0,0,0,0,0,0,6,0,2578,35396721,35389364,35643,35640,1129,0,0,0,0,0,0,0,0
1775580641.3241036,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208072455434,207981937955,406957842,403890655,9897616,0,0,0,0,0,0,0,0,0,6,0,2578,40964918,40949133,41142,41117,1304,0,0,0,0,0,0,0,0
1775580641.8242283,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208107852113,208017327298,406993479,403926292,9897656,0,0,0,0,0,0,0,0,0,6,0,2578,35396679,35389343,35637,35637,40,0,0,0,0,0,0,0,0
1775580642.3243399,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208142561926,208052026618,407028378,403961182,9897691,0,0,0,0,0,0,0,0,0,6,0,2578,34709813,34699320,34899,34890,35,0,0,0,0,0,0,0,0
1775580642.8244658,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208183526746,208092975723,407069506,404002295,9898151,0,0,0,0,0,0,0,0,0,6,0,2578,40964820,40949105,41128,41113,460,0,0,0,0,0,0,0,0
1775580643.3245993,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208218923495,208128365045,407105153,404037929,9898184,0,0,0,0,0,0,0,0,0,6,0,2578,35396749,35389322,35647,35634,33,0,0,0,0,0,0,0,0
1775580643.8247285,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208259722505,208169314097,407146274,404079048,9898211,0,0,0,0,0,0,0,0,0,6,0,2578,40799010,40949052,41121,41119,27,0,0,0,0,0,0,0,0
1775580644.3248346,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,208295285127,208204703577,407181937,404114691,9898460,0,0,0,0,0,0,0,0,0,6,0,2578,35562622,35389480,35663,35643,249,0,0,0,0,0,0,0,0
1775580644.8249702,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208329994940,208239402925,407216836,404149585,9898488,0,0,0,0,0,0,0,0,0,6,0,2578,34709813,34699348,34899,34894,28,0,0,0,0,0,0,0,0
1775580645.325098,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,208370959816,208280352044,407257972,404190700,9899033,0,0,0,0,0,0,0,0,0,6,0,2578,40964876,40949119,41136,41115,545,0,0,0,0,0,0,0,0
1775580645.8252058,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208406356572,208315741303,407293620,404226325,9899069,0,0,0,0,0,0,0,0,0,6,0,2578,35396756,35389259,35648,35625,36,0,0,0,0,0,0,0,0
1775580646.3253376,g4.hpc.coe,30052,0.5001,0,99.0,2035.0,12288.0,208441066385,208350440637,407328519,404261217,9899103,0,0,0,0,0,0,0,0,0,6,0,2578,34709813,34699334,34899,34892,34,0,0,0,0,0,0,0,0
1775580646.825439,g4.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,208482031233,208391389763,407369651,404302333,9899582,0,0,0,0,0,0,0,0,0,6,0,2578,40964848,40949126,41132,41116,479,0,0,0,0,0,0,0,0
