timestamp,node_id,job_id,polling_interval_actual,gpu_index,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,ib_port_xmit_data,ib_port_rcv_data,ib_port_xmit_packets,ib_port_rcv_packets,ib_port_xmit_wait,ib_port_xmit_discards,ib_excessive_buffer_overrun_errors,ib_link_downed,ib_link_error_recovery,ib_symbol_error,ib_local_link_integrity_errors,ib_port_rcv_remote_physical_errors,ib_port_rcv_errors,ib_sq_num_rnr,ib_sq_num_to,ib_rq_num_oos,ib_sq_num_oos,ib_port_xmit_data_delta,ib_port_rcv_data_delta,ib_port_xmit_packets_delta,ib_port_rcv_packets_delta,ib_port_xmit_wait_delta,ib_port_xmit_discards_delta,ib_excessive_buffer_overrun_errors_delta,ib_symbol_error_delta,ib_port_rcv_errors_delta,ib_sq_num_rnr_delta,ib_sq_num_to_delta,ib_rq_num_oos_delta,ib_sq_num_oos_delta
1775580593.3108356,g7.hpc.coe,30052,,0,0.0,0.0,12288.0,6980990381,7169465531,7757510,7839954,159337,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1775580593.8109648,g7.hpc.coe,30052,0.5001,0,0.0,0.0,12288.0,6980994753,7169469486,7757586,7840027,159337,0,0,0,0,0,0,0,0,0,0,0,0,4372,3955,76,73,0,0,0,0,0,0,0,0,0
1775580594.311083,g7.hpc.coe,30052,0.5001,0,0.0,0.0,12288.0,6981079649,7169553117,7759205,7841645,159337,0,0,0,0,0,0,0,0,0,0,0,0,84896,83631,1619,1618,0,0,0,0,0,0,0,0,0
1775580594.8111885,g7.hpc.coe,30052,0.5001,0,0.0,0.0,12288.0,6981151786,7169623916,7760576,7843012,159337,0,0,0,0,0,0,0,0,0,0,0,0,72137,70799,1371,1367,0,0,0,0,0,0,0,0,0
1775580595.3113246,g7.hpc.coe,30052,0.5001,0,0.0,0.0,12288.0,6981189979,7169661193,7761302,7843729,159337,0,0,0,0,0,0,0,0,0,0,0,0,38193,37277,726,717,0,0,0,0,0,0,0,0,0
1775580595.8114307,g7.hpc.coe,30052,0.5001,0,0.0,279.0,12288.0,6981190932,7169661766,7761314,7843738,159337,0,0,0,0,0,0,0,0,0,0,0,0,953,573,12,9,0,0,0,0,0,0,0,0,0
1775580596.3115456,g7.hpc.coe,30052,0.5001,0,7.0,419.0,12288.0,6986450957,7174921011,7767611,7850039,160285,0,0,0,0,0,0,0,0,0,0,0,0,5260025,5259245,6297,6301,948,0,0,0,0,0,0,0,0
1775580596.8116276,g7.hpc.coe,30052,0.5001,0,0.0,419.0,12288.0,6986551114,7175019361,7769516,7851945,160285,0,0,0,0,0,0,0,0,0,0,0,0,100157,98350,1905,1906,0,0,0,0,0,0,0,0,0
1775580597.3117318,g7.hpc.coe,30052,0.5001,0,0.0,419.0,12288.0,6986600800,7175067781,7770457,7852880,160285,0,0,0,0,0,0,0,0,0,0,0,0,49686,48420,941,935,0,0,0,0,0,0,0,0,0
1775580597.8118372,g7.hpc.coe,30052,0.5001,0,62.0,2035.0,12288.0,6987666406,7175078019,7771568,7852967,160285,0,0,0,0,0,0,0,0,0,0,0,0,1065606,10238,1111,87,0,0,0,0,0,0,0,0,0
1775580598.311931,g7.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,7022037503,7210476358,7806165,7888568,160291,0,0,0,0,0,0,0,0,0,0,0,0,34371097,35398339,34597,35601,6,0,0,0,0,0,0,0,0
1775580598.812021,g7.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,7059412612,7247676747,7844065,7926232,161989,0,0,0,0,0,0,0,0,0,0,0,0,37375109,37200389,37900,37664,1698,0,0,0,0,0,0,0,0
1775580599.312113,g7.hpc.coe,30052,0.5001,0,100.0,2035.0,12288.0,7098461161,7286839495,7883073,7965426,162007,0,0,0,0,0,0,0,0,0,0,0,0,39048549,39162748,39008,39194,18,0,0,0,0,0,0,0,0
